Truth,Model,Critic
B,"The correct answer is: **C**

**Explanation:**  
- **(C) A point defect can locally modify the elastic modulus and thereby can change the interaction energy.**  
  This statement is **false**. Point defects do not locally modify the elastic modulus; they are more of a **local perturbation** in the material structure, and their effect on the interaction energy is **not directly related** to changing the elastic modulus.  

The other options are **true**:

- (A) An oversized solute atom would preferentially migrate below the slip plane of an edge dislocation — **true**.
- (B) A spherically symmetric point defect can interact with both the hydrostatic and shear stress fields of a dislocation — **true**.
- (D) Vacancies are attracted towards the compressive region of a dislocation — **true**.",no
0.6 TO 0.6,"The given conditions are:

- Plane strain: $ \varepsilon_{zz} = 0 $
- $ \sigma_{xx} \neq 0 $, $ \sigma_{yy} \neq 0 $, and $ \tau_{xy} = 0 $, $ \tau_{xz} = 0 $, $ \tau_{yz} = 0 $
- Poisson's ratio $ \nu = 0.3 $

### Step 1: Use the relationship between stresses in plane strain

For a plane strain, the relation between the principal stresses and the strain is given by:

$$
\sigma_{zz} = \frac{\sigma_{xx} + \sigma_{yy}}{2} \cdot \left(1 + \nu^2\right)
$$

$$
\sigma_{xx} = \frac{\sigma_{zz} + \sigma_{yy}}{2} \cdot \left(1 - \nu^2\right)
$$

We are given $ \nu = 0.3 $, so:

$$
\sigma_{zz} = \frac{\sigma_{xx} + \sigma_{yy}}{2} \cdot \left(1 + 0.09\right) = \frac{\sigma_{xx} + \sigma_{yy}}{2} \cdot 1.09
$$

$$
\sigma_{xx} = \frac{\sigma_{zz} + \sigma_{yy}}{2} \cdot \left(1 - 0.09\right) = \frac{\sigma_{zz} + \sigma_{yy}}{2} \cdot 0.91
$$

### Step 2: Find the ratio $ \frac{\sigma_{zz}}{\sigma_{xx}} $

We know:

$$
\frac{\sigma_{zz}}{\sigma_{xx}} = \frac{\left(\frac{\sigma_{xx} + \sigma_{yy}}{2} \cdot 1.09\right)}{\left(\frac{\sigma_{zz} + \sigma_{yy}}{2} \cdot 0.91\right)} = \frac{1.09}{0.91} \approx 1.19
$$

### Final Answer:

$$
\boxed{1.2}
$$",No.
98 TO 102,"To find the maximum applied stress in mode I (linear elastic fracture mechanics) that the infinite metal plate can sustain, we use the formula for **linear elastic fracture mechanics (LEFM)**:

$$
K_{1c} = \sigma \cdot \sqrt{\frac{2 \pi}{\pi}} \cdot \frac{L}{2}
$$

Given:
- $ K_{1c} = 20 \, \text{MPa} \cdot \text{m}^{1/2} $
- $ L = \frac{80}{\pi} \, \text{mm} = \frac{80}{1000} \, \text{m} = 0.08 \, \text{m} $
- $ \sigma = ? $

Rearranging the formula:

$$
\sigma = \frac{K_{1c} \cdot \pi}{2 \cdot L}
$$

Substituting the values:

$$
\sigma = \frac{20 \cdot \pi}{2 \cdot 0.08} = \frac{20 \cdot \pi}{0.16} = \frac{200 \pi}{16} = 12.5 \pi \approx 39.27 \, \text{MPa}
$$

Rounded to the nearest integer:

$$
\boxed{A}
$$",No.
B,"The correct match is: **(A) P - Z, Q - Y, R - X**.

**Explanation:**  
- **Mode I (P):** This corresponds to **Crack opening mode (R)**.  
- **Mode II (Q):** This corresponds to **Forward shear mode (X)**.  
- **Mode III (R):** This corresponds to **Parallel shear mode (Y)**.  

So, the correct answer is: **(A)**.",No.
0.069 TO 0.075,"The strain rate sensitivity parameter is given by the formula:

$$
\text{Strain rate sensitivity parameter} = \frac{\Delta \sigma}{\Delta \dot{\varepsilon}}
$$

Where:
- $\Delta \sigma = 70\, \text{MPa} - 50\, \text{MPa} = 20\, \text{MPa}$
- $\Delta \dot{\varepsilon} = 10\, \text{s}^{-1} - 0.1\, \text{s}^{-1} = 9.9\, \text{s}^{-1}$

$$
\text{Strain rate sensitivity parameter} = \frac{20}{9.9} \approx 2.020
$$

**Answer: A**",No.
200 TO 210,"Given:

- Diameter of the original specimen: $ D_1 = 30 \, \text{mm} $
- Diameter of the final specimen: $ D_2 = 20 \, \text{mm} $
- Flow behavior: $ \sigma = 350 \epsilon^{0.3} \, \text{MPa} $
- $ \epsilon $ is the strain, and $ \sigma $ is the stress
- We are to find the **ideal plastic work** (in **mega joules per unit volume**) of deformation.

---

### Step 1: Find the ratio of diameters

$$
\epsilon = \left( \frac{D_1}{D_2} \right)^2 = \left( \frac{30}{20} \right)^2 = (1.5)^2 = 2.25
$$

So, the strain $ \epsilon $ is **2.25 times larger** than the original.

---

### Step 2: Find the stress at the initial and final states

Let’s assume the **initial stress** is $ \sigma_1 $, and the **final stress** is $ \sigma_2 $.

We use the given equation:

$$
\sigma = 350 \epsilon^{0.3}
$$

- At initial state:
  $$
  \sigma_1 = 350 \cdot (2.25)^{0.3}
  $$
- At final state:
  $$
  \sigma_2 = 350 \cdot (2.25)^{0.3}
  $$

Since the material is **cold extruded**, the **strain is the same**, so the stress is proportional to the strain.

---

### Step 3: Find the plastic work

Plastic work per unit volume is:

$$
W = \sigma \cdot \frac{D_1}{4\pi} \cdot \frac{D_2}{4\pi} \cdot \frac{D_1}{4\pi}
$$

Wait — no. Let’s be precise.

The **plastic work** $ W $ is the integral of the stress over the volume, which is:

$$
W = \sigma \cdot \frac{D_1}{4\pi} \cdot \frac{D_2}{4\pi}
$$

But since the material is cold extruded, the **volume changes**, but the **strain is the same**. So the **plastic work** is:

$$
W = \sigma \cdot \frac{D_1^2}{4\pi} \cdot \frac{D_2^2}{4\pi}
$$

Let’s compute:

- $ D_1 = 30 \, \text{mm} $, so $ D_1^2 = 900 \, \text{mm}^2 $
- $ D_2 = 20 \, \text{mm} $, so $ D_2^2 = 400 \, \text{mm}^2 $
- $ \sigma = 350 \cdot (2.25)^{0.3} $
- $ \frac{D_1^2}{4\pi} = \frac{900}{12.566} \approx 71.62 $
- $ \frac{D_2^2}{4\pi} = \frac{400}{12.566} \approx 31.83 $

So the plastic work is:

$$
W = 350 \cdot (2.25)^{0.3} \cdot 71.62 \cdot 31.83
$$

Let’s compute $ (2.25)^{0.3} $:

$$
2.25^{0.3} \approx \sqrt[3]{2.25} \approx 1.311
$$

So:

$$
W = 350 \cdot 1.311 \cdot 71.62 \cdot 31.83 \approx 350 \cdot 1.311 \cdot 2328.64 \approx 350 \cdot 3060.38 \approx 1,071,169 \, \text{MPa·m}^3
$$

Convert to **mega joules per unit volume**:

$$
1 \, \text{MPa·m}^3 = 1 \times 10^6 \, \text{J/m}^3
$$

So:

$$
W = 1,071,169 \times 1",No.
C,The correct answer is: **D**.,No.
B,"The correct answer is: **(B) P-3, Q-1, R-2, S-5**  

**Explanation:**  
- **P: Mechanical attrition** → Product: **3: Nanoparticles** (from nanotechnology).  
- **Q: Physical vapour deposition** → Product: **1: Thin films** (from manufacturing).  
- **R: Injection moulding** → Product: **2: Plastics** (from manufacturing).  
- **S: Sintering** → Product: **5: Carbide tools** (from materials science).  

So, the correct answer is: **B**.",yes
42 TO 43,"To solve this problem, we need to determine the maximum percentage of **cross-linked sites** that could be connected in the vulcanized natural rubber.

---

### Given:
- **Atomic weight of S** = 32 amu  
- **Molecular weight of a mer (natural rubber)** = 68 amu  
- **Mass of vulcanized rubber** = 50 g  
- **Mass of sulfur added** = 10 g  
- **Mer to S ratio = 1:1**

---

### Step 1: Determine how many moles of sulfur are added

$$
\text{Moles of S} = \frac{10 \, \text{g}}{32 \, \text{amu}} = 0.3125 \, \text{mol}
$$

---

### Step 2: Determine how many moles of mer (natural rubber) are present

Each **mer** contains **1 mole of S** and **1 mole of rubber** (since the ratio is 1:1). So:

$$
\text{Moles of mer} = 0.3125 \, \text{mol}
$$

---

### Step 3: Determine how many moles of cross-linked sites are formed

Each **mer** contains **1 cross-linked site**. So:

$$
\text{Total cross-linked sites} = 0.3125 \, \text{mol}
$$

---

### Step 4: Calculate the total mass of cross-linked sites

$$
\text{Mass of cross-linked sites} = 0.3125 \, \text{mol} \times 68 \, \text{amu} = 21.3125 \, \text{amu}
$$

---

### Step 5: Calculate the maximum percentage of cross-linked sites

$$
\text{Percentage} = \left( \frac{21.3125}{50} \right) \times 100 = 42.625\%
$$

---

### Final Answer:

$$
\boxed{42.625}
$$

But since the answer is expected to be in a **single letter** (e.g., A, B, C, D), and typically such problems expect a **numerical value**, we round it to two decimal places:

$$
\boxed{42.62}
$$

But if the answer must be in a single letter, then:

$$
\boxed{A}
$$

(If the system expects a numerical value, it would be **42.62**, but since the example uses a numerical value, the correct answer is: **42.62**. However, if the system requires a single letter, the answer is: **A**.","**No.**

The response contains several errors and inconsistencies:

1. **The question asks for the ""maximum percentage of cross-linked sites that could be connected,""** which is a **numerical percentage**, not a letter (like A, B, C, D).

2. The **final answer** is incorrectly given as **42.62**, which is **not** the standard answer provided (which is **42 to 43**).

3. The **calculation** is **partially correct**, but the **interpretation of the question** is **incorrect**.

### Correct Interpretation:

The **maximum percentage of cross-linked sites** is calculated by determining how much of the **rubber** is involved in cross-linking with sulfur, **not** the percentage of the total mass of the vulcanized rubber.

Let’s redo the correct calculation:

---

### Given:
- Atomic weight of S = 32 amu  
- Molecular weight of a mer (natural rubber) = 68 amu  
- Mass of natural rubber = 50 g  
- Mass of sulfur added = 10 g  
- Mer to S ratio = 1:1

---

### Step 1: Moles of sulfur added
$$
\text{Moles of S} = \frac{10}{32} = 0.3125 \, \text{mol}
$$

---

### Step 2: Moles of mer that can be cross-linked
Since the ratio is 1:1 (1 mer : 1 S), the number of moles of mer that can be cross-linked = 0.3125 mol

---

### Step 3: Mass of rubber involved in cross-linking
$$
\text{Mass of rubber} = 0.3125 \, \text{mol} \times 68 \, \text{amu} = 21.3125 \, \text{g}
$$

---

### Step 4: Maximum percentage of cross-linked sites
$$
\text{Percentage} = \left( \frac{21.3125}{50} \right) \times 100 = 42.625\%
$$

This rounds to **42.62%**, which is **approximately 42 to 43%**, as stated in the standard answer.

---

### Final Answer:
$$
\boxed{42.62}
$$

This is **correct**, and the **response should not have suggested a letter like A**. So, the **response is incorrect**.

✅ **Correct Answer: 42.62**  
❌ **Response: Incorrect** (includes letter A and does not match the standard answer format)"
B,"The problem states that **carbon (C) in iron (Fe) is 6 percent by weight**. Since the atomic weight of carbon is **12** and that of iron is **56**, the atomic percent of carbon in iron is:

$$
\text{Atomic percent of C} = \frac{\text{Atomic weight of C}}{\text{Atomic weight of Fe}} = \frac{12}{56} \approx 0.2143 \text{ or } 21.43\%
$$

So the correct answer is: **(B) 23**.  

**Answer: B**",no
B,"The correct answer is: **B**.  
P-3; Q-2; R-1; S-4",yes
B,"The correct answer is: **B**

**Reasoning:**  
In the **zone refining** process, impurities are separated by increasing the **gap between the solidus and liquidus lines**. This allows impurities with a **lower solubility** in the liquid phase to be more easily removed by the solid. Therefore, increasing the gap **does favor** the separation process.

The other options:
- **A**: Increasing the gap **favors** the process.
- **C**: Agitation of the melt **favors** the process.
- **D**: Low cooling rate **also favors** the process.

So, the correct answer is **B**.",yes
B,"The correct answer is: **(D) Statement-1 is FALSE but Statement-2 is TRUE.**

**Explanation:**

- **Statement-1**: Sintering in vacuum leads to **improved densification** compared to sintering under ambient (at atmospheric pressure).  
  *This is **false**.* Vacuum sintering typically results in **less densification** because the reduced pressure and lack of atmosphere cause **fewer pores** and **lower density**.

- **Statement-2**: Closed pores formed during sintering inhibit full densification.  
  *This is **true**.* Closed pores, which are formed due to pressure and temperature, prevent the material from fully densifying.

Thus, the correct answer is: **(D)**.",no
C,"The correct option is **(A) I-S, II-P, III-R, IV-Q**.

- **Process**: Powder processing, spin coating, Czochralski process, chemical vapor deposition  
- **Material/Product**: Organic semiductor thin films (P), single crystal silicon (Q), poly-silicon (R), porous bronze bearings (S)  

So the correct answer is: **(A)**.",no
69 to 69,"We are given:

- The probability of an accident in a month is $ \frac{1}{100} $.
- $ P(n) $ is the probability that **no accident occurs in $ n $ months**.
- The events are **independent**.
- We need to find the **smallest integer $ n $** such that $ P(n) \leq \frac{1}{2} $.

---

### Step 1: Write the formula for $ P(n) $

Since the probability of an accident in one month is $ \frac{1}{100} $, the probability of **no accident in one month** is:

$$
1 - \frac{1}{100} = \frac{99}{100}
$$

So, the probability of **no accident in $ n $ months** is:

$$
P(n) = \left( \frac{99}{100} \right)^n
$$

---

### Step 2: Set up the inequality

We want:

$$
\left( \frac{99}{100} \right)^n \leq \frac{1}{2}
$$

Take the natural logarithm of both sides:

$$
\ln\left( \left( \frac{99}{100} \right)^n \right) \leq \ln\left( \frac{1}{2} \right)
$$

Using the logarithmic identity $ \ln(a^b) = b \ln a $, we get:

$$
n \ln\left( \frac{99}{100} \right) \leq \ln\left( \frac{1}{2} \right)
$$

Now, compute $ \ln\left( \frac{99}{100} \right) $:

$$
\ln\left( \frac{99}{100} \right) = \ln(1 - \frac{1}{100}) \approx -0.00995033
$$

So:

$$
n \cdot (-0.00995033) \leq \ln\left( \frac{1}{2} \right) = -0.69314718
$$

Divide both sides by $ -0.00995033 $ (remember to reverse the inequality sign when dividing by a negative number):

$$
n \geq \frac{0.69314718}{0.00995033} \approx 69.63
$$

---

### Step 3: Round to the nearest integer

$$
\text{Smallest integer } n = \boxed{70}
$$

---

### ✅ Final Answer: **B**","No.

The correct answer is **69**, not **70**.

---

### Explanation:

The key step is:

$$
n \geq \frac{0.69314718}{0.00995033} \approx 69.63
$$

Since we are looking for the **smallest integer** $ n $ such that $ P(n) \leq \frac{1}{2} $, and the value is **69.63**, the **smallest integer greater than or equal to 69.63** is **70**. However, this is **not** the correct answer in the context of this question.

The question asks for the **smallest integer** such that $ P(n) \leq \frac{1}{2} $. That means we are looking for the **first integer** where the inequality becomes true.

Let’s check:

- $ P(69) = \left( \frac{99}{100} \right)^{69} \approx 0.5017 $ (greater than 0.5)
- $ P(70) = \left( \frac{99}{100} \right)^{70} \approx 0.4990 $ (less than 0.5)

So, **P(69) > 0.5** and **P(70) < 0.5**.

Therefore, the **smallest integer** $ n $ such that $ P(n) \leq 0.5 $ is **70**, **not** 69.

But the **standard answer** is **69**. This suggests the question may be asking for the **smallest integer such that P(n) ≤ 0.5**, **rounded to the nearest integer**, which is **69.63 → 70**.

So, the **correct answer** is **70**, and the **standard answer** of **69** is **incorrect**.

---

### ✅ Final Answer: **No**. The response is **not correct**."
2.10 to 2.14,"Given:

- Theoretical density (ρ) = 6.76 g/cm³  
- Sintered density (ρ) = 6.60 g/cm³  
- Green compact has 18 volume percent porosity  
- Side length of sintered cube = 2 cm  
- We need to find the required side length of the cubic green compact in cm.

### Step 1: Understand the relationship between density and porosity
The density of a material is related to its volume and mass. For a **cubic green compact**, the volume is given by:

$$
V_{\text{green}} = V_{\text{sintered}} \times (1 - \frac{V_{\text{porous}}}{100}) = V_{\text{sintered}} \times (1 - 0.18) = 0.82 V_{\text{sintered}}
$$

Since density is mass/volume, and density decreases with volume, the side length of the green compact will be smaller than the sintered cube.

### Step 2: Use the density of the green compact to find its side length

Let $ L $ be the side length of the cubic green compact.

$$
\rho_{\text{green}} = \frac{m}{V_{\text{green}}} = \frac{m}{0.82 V_{\text{sintered}}}
$$

But we are given the density of the green compact as 6.60 g/cm³, which is **less** than the sintered density. This means the green compact has a **smaller volume**, so its side length must be **smaller**.

$$
V_{\text{green}} = \frac{V_{\text{sintered}}}{1 - \frac{V_{\text{porous}}}{100}} = \frac{V_{\text{sintered}}}{0.82}
$$

So, the side length $ L $ is:

$$
L = \sqrt[3]{\frac{V_{\text{sintered}}}{0.82}}
$$

Substitute $ V_{\text{sintered}} = 2^3 = 8 \, \text{cm}^3 $:

$$
L = \sqrt[3]{\frac{8}{0.82}} = \sqrt[3]{9.7565} \approx 2.12 \, \text{cm}
$$

### Final Answer:
$$
\boxed{A}
$$",No.
D,"The correct answer is: **C) Radiation and convection only**.

**Explanation**:  
When a hot metal at 1700 K is poured into an open sand mould, heat loss occurs through three primary mechanisms:  
- **Radiation**: The metal emits heat in the form of electromagnetic radiation.  
- **Convection**: The metal transfers heat to the surrounding air (sand), which is part of convection.  
- **Conduction**: While conduction is a slow process, it is still present as heat is transferred through the metal matrix.

Thus, the correct answer is: **C**.",No.
A,The correct answer is: **B**. Gravity difference.,No.
C,The correct answer is: **D** Pelletizing.,No.
D,"The correct answer is: **(D) Silicon**. 

During LD blow in steelmaking, the impurity that gets removed first is **silicon**.",yes
C,The correct answer is: **B** At the same time as casting solidifies.,no
B,"To find the value of $ C_S $ at 1900 K, we use the given equation:

$$
\log C_s = 3.44 \left[ X_{\text{CaO}} + 0.1 X_{\text{MgO}} - 0.8 X_{\text{Al}_2\text{O}_3} - X_{\text{SiO}_2} \right] - \frac{9894}{T} + 2.05
$$

Given:
- $ X_{\text{CaO}} = 0.55 $, $ X_{\text{MgO}} = 0.10 $, $ X_{\text{Al}_2\text{O}_3} = 0.15 $, $ X_{\text{SiO}_2} = 0.20 $
- Atomic weights: $ \text{Ca} = 40 $, $ \text{Mg} = 24 $, $ \text{Si} = 28 $, $ \text{Al} = 27 $, $ \text{O} = 16 $
- Temperature $ T = 1900 \, \text{K} $
- $ \log C_s = 3.44 \times [0.55 + 0.1 \times 0.10 - 0.8 \times 0.15 - 0.20] - \frac{9894}{1900} + 2.05 $

Let's calculate step by step:

1. **Calculate the bracketed term:**

$$
0.55 + 0.1 \times 0.10 - 0.8 \times 0.15 - 0.20 = 0.55 + 0.01 - 0.12 - 0.20 = 0.24
$$

2. **Multiply by 3.44:**

$$
3.44 \times 0.24 = 0.8256
$$

3. **Calculate $ \frac{9894}{1900} $:**

$$
\frac{9894}{1900} \approx 5.21
$$

4. **Subtract the result:**

$$
0.8256 - 5.21 + 2.05 = (0.8256 + 2.05) - 5.21 = 2.8756 - 5.21 = -2.3344
$$

5. **Take the logarithm:**

$$
\log C_s = -2.3344 \Rightarrow C_s = 10^{-2.3344} \approx 0.0009
$$

### Final Answer: (A) 0.0009",no
